date,product,region,sales,cost
2023-07-12,Keyboard,South,1975,1325.59
2023-07-12,Headphones,South,2334,1853.69
2023-07-12,Mouse,South,426,324.31
2023-07-12,Mouse,Central,4236,3022.97
2023-07-12,Laptop,East,2875,2076.17
2023-07-12,Mouse,West,4407,3231.82
2023-07-12,Laptop,West,3919,2985.94
2023-07-12,Keyboard,South,4606,2997.01
2023-07-12,Laptop,South,4934,3593.93
2023-07-12,Mouse,North,3058,1967.67
2023-07-12,Tablet,West,4990,4061.58
2023-07-12,Laptop,North,1592,989.64
2023-07-12,Keyboard,East,4116,2857.74
2023-07-12,Laptop,South,460,301.54
2023-07-12,Laptop,Central,3507,2873.63
2023-07-12,Phone,South,3853,2999.65
2023-07-12,Laptop,Central,1924,1196.02
2023-07-12,Phone,West,4686,2496.97
2023-07-12,Headphones,North,1477,853.81
2023-07-12,Phone,West,1949,1300.82
2023-07-13,Laptop,East,4221,2769.89
2023-07-13,Mouse,South,816,416.55
2023-07-13,Keyboard,Central,4860,3840.32
2023-07-13,Tablet,North,817,685.51
2023-07-13,Laptop,East,1841,1198.5
2023-07-13,Keyboard,Central,3165,2067.04
2023-07-13,Keyboard,East,775,497.67
2023-07-13,Laptop,South,1859,1446.42
2023-07-13,Headphones,West,3406,2676.33
2023-07-13,Keyboard,East,3722,1909.43
2023-07-13,Monitor,North,2372,1386.37
2023-07-13,Phone,South,2182,1210.47
2023-07-13,Laptop,West,4535,3734.73
2023-07-13,Mouse,North,3584,2204.0
2023-07-13,Monitor,South,724,502.68
2023-07-13,Laptop,North,724,368.39
2023-07-13,Laptop,West,4596,2810.81
2023-07-13,Keyboard,Central,4769,3803.49
2023-07-13,Laptop,East,105,66.23
2023-07-13,Tablet,West,3114,1598.62
2023-07-13,Keyboard,Central,4133,2753.11
2023-07-13,Monitor,North,1978,1185.22
2023-07-13,Tablet,North,3376,2631.33
2023-07-13,Mouse,Central,2770,1499.31
2023-07-13,Monitor,West,4457,2473.1
2023-07-13,Keyboard,South,4703,2717.35
2023-07-13,Headphones,Central,2494,1935.05
2023-07-13,Laptop,North,4996,3928.4
2023-07-13,Mouse,North,3241,2525.8
2023-07-13,Phone,North,1126,625.35
2023-07-13,Laptop,Central,711,528.61
2023-07-13,Monitor,North,3093,2070.29
2023-07-13,Monitor,South,1230,884.06
2023-07-13,Monitor,South,1038,793.08
2023-07-13,Mouse,East,4970,3937.61
2023-07-13,Laptop,Central,530,375.21
2023-07-13,Monitor,West,2122,1365.24
2023-07-13,Mouse,South,4790,3470.9
2023-07-13,Tablet,North,923,719.96
2023-07-13,Keyboard,Central,3029,2166.23
2023-07-13,Laptop,North,809,637.11
2023-07-13,Tablet,South,4192,2394.47
2023-07-13,Headphones,North,2165,1278.03
2023-07-13,Phone,Central,4602,3282.17
2023-07-13,Headphones,Central,835,457.71
2023-07-13,Tablet,North,2821,1914.13
2023-07-13,Keyboard,West,1627,867.16
2023-07-13,Laptop,West,3761,2431.7
2023-07-13,Phone,North,1520,933.09
2023-07-13,Mouse,Central,3315,2424.27
2023-07-13,Monitor,East,4420,2828.98
2023-07-13,Keyboard,South,4197,2333.64
2023-07-13,Monitor,East,3304,2421.53
2023-07-13,Headphones,North,3353,2786.54
2023-07-13,Laptop,North,3106,2410.89
2023-07-13,Tablet,Central,2932,2213.16
2023-07-13,Phone,South,1537,811.74
2023-07-13,Keyboard,West,657,354.25
2023-07-13,Headphones,West,625,445.0
2023-07-13,Monitor,West,3422,1755.26
2023-07-13,Phone,North,2211,1548.57
2023-07-13,Tablet,South,2931,2244.17
2023-07-13,Headphones,South,1939,1298.99
2023-07-13,Phone,West,3550,1869.42
2023-07-13,Headphones,North,4010,2494.42
2023-07-13,Tablet,North,2616,1629.72
2023-07-13,Tablet,East,3350,2369.5
2023-07-13,Mouse,West,2416,1771.51
2023-07-13,Keyboard,North,4802,2461.34
2023-07-13,Monitor,South,3392,1895.39
2023-07-13,Mouse,South,1043,653.39
2023-07-13,Monitor,South,2258,1904.56
2023-07-13,Laptop,East,814,625.25
2023-07-13,Phone,East,2080,1179.87
2023-07-13,Tablet,South,4252,2412.82
2023-07-13,Mouse,East,4960,3244.24
2023-07-13,Tablet,West,4016,2021.72
2023-07-13,Monitor,East,4981,3546.6
2023-07-13,Tablet,South,2972,2185.38
2023-07-13,Phone,South,1228,1039.31
2023-07-13,Laptop,North,4102,2974.75
2023-07-13,Mouse,Central,2725,2022.08
2023-07-13,Phone,North,4411,3655.32
2023-07-13,Phone,Central,4427,2946.47
2023-07-13,Mouse,East,756,584.51
2023-07-13,Laptop,East,1867,1275.1
2023-07-13,Keyboard,North,4278,2688.02
2023-07-13,Tablet,East,912,594.62
2023-07-13,Tablet,Central,200,140.93
2023-07-13,Laptop,West,178,112.2
2023-07-14,Laptop,South,2798,2195.19
2023-07-14,Laptop,West,3159,1819.75
2023-07-14,Phone,Central,1674,928.19
2023-07-14,Tablet,North,4406,2894.15
2023-07-14,Mouse,North,4956,3633.9
2023-07-14,Laptop,East,1627,1086.53
2023-07-14,Phone,West,197,102.62
2023-07-14,Keyboard,West,3207,2263.85
2023-07-14,Laptop,West,4929,3099.0
2023-07-14,Monitor,West,931,767.82
2023-07-14,Monitor,North,4013,2548.04
2023-07-14,Phone,East,4127,3183.78
2023-07-14,Monitor,West,2196,1247.51
2023-07-14,Mouse,South,4231,3283.61
2023-07-14,Mouse,North,4718,3361.59
2023-07-14,Keyboard,North,3928,2481.5
2023-07-14,Tablet,West,1900,1386.56
2023-07-14,Laptop,Central,2184,1207.41
2023-07-14,Monitor,North,4972,3475.85
2023-07-14,Monitor,East,4941,3548.12
2023-07-14,Keyboard,North,2961,1942.46
2023-07-14,Headphones,East,3755,2187.52
2023-07-14,Monitor,East,1464,1134.57
2023-07-14,Tablet,Central,4443,3281.17
2023-07-14,Laptop,East,1394,1117.71
2023-07-14,Phone,West,2660,2055.89
2023-07-14,Phone,North,2063,1580.18
2023-07-14,Keyboard,Central,4024,3109.2
2023-07-14,Headphones,North,1700,1392.82
2023-07-14,Phone,South,1660,972.61
2023-07-14,Tablet,East,3402,2767.79
2023-07-14,Keyboard,West,4784,3652.34
2023-07-14,Monitor,North,721,531.1
2023-07-14,Laptop,West,2931,1469.0
2023-07-14,Keyboard,South,3266,1990.24
2023-07-14,Headphones,South,667,555.13
2023-07-14,Mouse,North,3420,2731.19
2023-07-14,Laptop,Central,1936,1626.46
2023-07-14,Laptop,Central,3820,1952.13
2023-07-14,Monitor,West,1997,1105.53
2023-07-14,Laptop,South,3442,2427.49
2023-07-14,Keyboard,West,3834,2967.69
2023-07-14,Monitor,North,1862,1568.67
2023-07-14,Phone,West,3860,3255.05
2023-07-14,Headphones,South,1128,847.74
2023-07-14,Mouse,West,2030,1470.36
2023-07-14,Phone,West,2490,1408.69
2023-07-14,Tablet,Central,4336,3346.81
2023-07-14,Phone,East,3824,3149.8
2023-07-14,Headphones,South,1797,1053.15
2023-07-14,Tablet,North,3565,2386.93
2023-07-14,Laptop,Central,3739,2204.4
2023-07-14,Tablet,West,3410,1772.79
2023-07-14,Mouse,South,1863,1339.38
2023-07-14,Keyboard,East,1594,953.26
2023-07-14,Headphones,Central,720,419.35
2023-07-14,Mouse,Central,4962,2777.02
2023-07-14,Keyboard,South,1911,1014.08
2023-07-14,Mouse,Central,1663,1002.78
2023-07-14,Laptop,South,3010,2446.05
2023-07-14,Phone,North,1912,1465.91
2023-07-14,Phone,Central,421,312.0
2023-07-14,Monitor,Central,3643,2427.65
2023-07-14,Laptop,Central,262,136.38
2023-07-14,Keyboard,Central,3529,2891.97
2023-07-14,Phone,East,709,542.19
2023-07-14,Monitor,Central,4711,2437.84
2023-07-14,Tablet,West,1923,1300.51
2023-07-14,Tablet,South,3530,2563.38
2023-07-14,Phone,Central,4475,3464.65
2023-07-14,Keyboard,East,357,206.73
2023-07-14,Mouse,South,283,147.17
2023-07-14,Laptop,Central,2605,1638.14
2023-07-14,Monitor,West,4356,2310.19
2023-07-14,Tablet,Central,2986,1765.21
2023-07-14,Monitor,South,3490,2364.61
2023-07-14,Headphones,East,4878,3404.91
2023-07-14,Headphones,East,4055,2491.95
2023-07-14,Keyboard,East,2201,1563.81
2023-07-14,Mouse,East,1647,1347.56
2023-07-14,Phone,North,1139,832.26
2023-07-14,Tablet,South,2073,1560.91
2023-07-14,Keyboard,Central,2788,2073.69
2023-07-14,Keyboard,North,3398,2401.11
2023-07-14,Phone,South,2554,2097.14
2023-07-14,Keyboard,South,2863,1565.61
2023-07-14,Laptop,South,3666,2893.59
2023-07-14,Phone,Central,998,685.65
2023-07-14,Tablet,Central,2467,1650.82
2023-07-14,Phone,East,3173,2109.12
2023-07-14,Mouse,North,211,176.86
2023-07-14,Keyboard,West,2132,1527.5
2023-07-14,Phone,East,331,252.81
2023-07-14,Mouse,West,1642,1361.52
2023-07-15,Phone,West,4352,2493.65
2023-07-15,Mouse,East,2813,1824.49
2023-07-15,Tablet,South,4792,3504.7
2023-07-15,Keyboard,South,1747,1026.47
2023-07-15,Laptop,North,1467,1018.87
2023-07-15,Keyboard,North,1619,874.52
2023-07-15,Monitor,South,4784,2629.63
2023-07-15,Laptop,South,3137,2246.47
2023-07-15,Headphones,South,3500,2098.74
2023-07-15,Keyboard,Central,308,242.29
2023-07-15,Mouse,North,2516,1934.52
2023-07-15,Phone,East,1339,925.06
2023-07-15,Monitor,South,2725,1512.51
2023-07-15,Monitor,West,1280,1042.35
2023-07-15,Laptop,West,2453,1919.14
2023-07-15,Keyboard,South,1121,810.78
2023-07-15,Monitor,North,746,539.17
2023-07-15,Keyboard,East,1680,1367.67
2023-07-15,Monitor,North,680,374.77
2023-07-15,Phone,Central,1265,760.17
2023-07-15,Headphones,South,2692,1633.67
2023-07-15,Phone,West,2489,1605.35
2023-07-15,Monitor,East,1170,710.59
2023-07-15,Headphones,East,3557,2552.99
2023-07-15,Laptop,East,3407,2587.84
2023-07-15,Monitor,West,3837,2741.18
2023-07-15,Tablet,South,1436,859.44
2023-07-15,Laptop,East,4625,2984.12
2023-07-15,Tablet,South,4421,3144.55
2023-07-15,Headphones,West,2615,1895.41
2023-07-15,Tablet,Central,2173,1272.24
2023-07-15,Laptop,East,526,394.78
2023-07-15,Mouse,East,4590,3362.38
2023-07-15,Phone,West,3932,2620.48
2023-07-15,Tablet,North,4308,2173.79
2023-07-15,Mouse,West,1279,865.15
2023-07-15,Laptop,Central,453,293.3
2023-07-15,Laptop,East,1711,1151.26
2023-07-15,Mouse,South,4135,2725.58
2023-07-15,Laptop,South,4507,3728.49
2023-07-15,Keyboard,West,609,409.12
2023-07-15,Phone,Central,3599,2636.5
2023-07-15,Phone,Central,2031,1511.91
2023-07-15,Keyboard,West,3284,2227.15
2023-07-15,Laptop,East,3885,2477.39
2023-07-15,Laptop,East,4898,3646.94
2023-07-15,Tablet,Central,3925,2032.05
2023-07-15,Keyboard,North,2970,2377.92
2023-07-15,Keyboard,South,4740,3372.18
2023-07-15,Headphones,West,4378,3320.65
2023-07-15,Mouse,Central,3830,2775.97
2023-07-15,Phone,West,257,180.3
2023-07-15,Monitor,West,2555,1988.45
2023-07-15,Headphones,North,378,221.44
2023-07-15,Monitor,East,1455,1039.4
2023-07-15,Tablet,North,3650,1836.48
2023-07-15,Keyboard,West,3441,2611.9
2023-07-15,Phone,South,2598,2103.53
2023-07-15,Tablet,South,2059,1690.3
2023-07-15,Phone,North,2032,1631.44
2023-07-15,Tablet,North,2093,1615.43
2023-07-15,Monitor,North,4975,3513.4
2023-07-15,Headphones,South,2195,1300.33
2023-07-15,Phone,North,315,178.45
2023-07-15,Mouse,North,4932,3221.05
2023-07-15,Laptop,West,3437,2537.14
2023-07-15,Monitor,East,3242,1661.88
2023-07-15,Keyboard,East,3354,2846.09
2023-07-15,Laptop,East,4386,2874.65
2023-07-15,Mouse,North,2651,1493.82
2023-07-15,Keyboard,North,4049,2329.78
2023-07-15,Monitor,North,3585,2497.3
2023-07-15,Laptop,Central,1777,941.75
2023-07-15,Keyboard,West,4075,2836.61
2023-07-15,Phone,North,3180,2475.97
2023-07-15,Tablet,South,1897,1424.61
2023-07-15,Headphones,North,4909,3153.98
2023-07-15,Tablet,Central,4789,3201.02
2023-07-15,Phone,Central,4962,2495.19
2023-07-15,Phone,West,2723,2200.42
2023-07-15,Monitor,West,2718,1863.35
2023-07-15,Mouse,North,4367,2810.64
2023-07-15,Keyboard,North,3223,2243.57
2023-07-15,Monitor,North,1773,1030.35
2023-07-15,Laptop,West,3648,1862.97
2023-07-15,Phone,Central,1482,1231.02
2023-07-15,Tablet,North,2918,1985.9
2023-07-15,Phone,East,775,425.38
2023-07-15,Laptop,Central,1409,990.35
2023-07-15,Monitor,South,2150,1725.76
2023-07-15,Laptop,North,3245,1795.41
2023-07-15,Mouse,South,1070,572.46
2023-07-15,Monitor,Central,3263,2737.08
2023-07-15,Tablet,North,2329,1964.39
2023-07-16,Mouse,Central,4828,2483.41
2023-07-16,Monitor,North,4581,3584.69
2023-07-16,Headphones,West,3640,2705.06
2023-07-16,Monitor,East,3314,2074.03
2023-07-16,Phone,West,2589,1998.87
2023-07-16,Monitor,North,1049,852.03
2023-07-16,Monitor,East,1764,981.26
2023-07-16,Laptop,South,1471,1043.43
2023-07-16,Phone,East,257,147.12
2023-07-16,Phone,Central,1147,811.11
2023-07-16,Keyboard,West,3268,1706.57
2023-07-16,Mouse,East,3845,3135.48
2023-07-16,Mouse,South,2436,1259.8
2023-07-16,Mouse,North,3430,2267.9
2023-07-16,Monitor,South,1974,1513.91
2023-07-16,Laptop,North,4024,2672.16
2023-07-16,Phone,Central,3899,2638.2
2023-07-16,Mouse,North,1137,784.62
2023-07-16,Phone,East,2249,1417.43
2023-07-16,Laptop,South,752,466.02
2023-07-16,Mouse,West,1540,1138.47
2023-07-16,Mouse,East,1747,1391.34
2023-07-16,Keyboard,North,4274,2709.98
2023-07-16,Laptop,Central,862,497.15
2023-07-16,Phone,Central,1006,742.28
2023-07-16,Tablet,West,3252,2437.41
2023-07-16,Laptop,East,4112,2378.97
2023-07-16,Tablet,East,3059,1970.43
2023-07-16,Tablet,North,3900,1972.48
2023-07-16,Keyboard,South,2925,1985.25
2023-07-16,Mouse,East,2342,1968.94
2023-07-16,Mouse,West,2509,1591.09
2023-07-16,Keyboard,South,1099,727.99
2023-07-16,Laptop,North,1526,870.48
2023-07-16,Keyboard,East,3125,2173.74
2023-07-16,Keyboard,West,2900,1631.09
2023-07-16,Phone,Central,1978,1497.26
2023-07-16,Laptop,North,3047,1769.47
2023-07-16,Phone,North,3492,1746.06
2023-07-16,Phone,West,109,67.53
2023-07-16,Keyboard,Central,1575,896.63
2023-07-16,Mouse,Central,1987,1172.57
2023-07-16,Mouse,South,2478,1992.64
2023-07-16,Phone,East,2076,1325.39
2023-07-16,Mouse,East,3480,2529.12
2023-07-16,Monitor,East,4692,2575.12
2023-07-16,Tablet,South,1045,791.73
2023-07-16,Tablet,North,4907,3787.7
2023-07-16,Tablet,Central,3234,2205.76
2023-07-16,Monitor,North,1065,635.05
2023-07-16,Keyboard,North,1134,881.24
2023-07-16,Laptop,Central,1741,1127.26
2023-07-16,Headphones,South,416,216.37
2023-07-16,Tablet,South,4827,3400.3
2023-07-16,Keyboard,North,1959,1102.91
2023-07-16,Keyboard,South,983,613.91
2023-07-16,Tablet,Central,1503,1062.29
2023-07-16,Headphones,West,845,529.36
2023-07-16,Headphones,East,2903,1665.31
2023-07-16,Laptop,Central,2119,1691.23
2023-07-16,Mouse,North,2440,1848.96
2023-07-16,Monitor,South,4750,3008.58
2023-07-16,Headphones,Central,1334,723.9
2023-07-16,Tablet,Central,1097,729.36
2023-07-16,Monitor,East,2393,1204.48
2023-07-16,Tablet,East,2402,1762.07
2023-07-16,Phone,East,2718,1567.83
2023-07-16,Headphones,North,2085,1301.82
2023-07-16,Keyboard,South,4781,3987.58
2023-07-16,Mouse,East,1219,955.24
2023-07-16,Headphones,East,3902,2342.73
2023-07-16,Monitor,East,301,162.65
2023-07-16,Mouse,Central,4413,3116.94
2023-07-16,Monitor,West,999,731.11
2023-07-16,Phone,South,3645,3005.91
2023-07-16,Monitor,North,4326,3318.4
2023-07-16,Tablet,South,3713,3083.99
2023-07-16,Mouse,East,1350,949.37
2023-07-16,Monitor,West,4352,3614.06
2023-07-16,Keyboard,North,350,192.96
2023-07-16,Tablet,West,4058,2512.79
2023-07-16,Phone,Central,3816,2553.55
2023-07-16,Headphones,North,2838,1569.22
2023-07-16,Phone,Central,2216,1480.84
2023-07-17,Tablet,West,1785,1451.34
2023-07-17,Headphones,South,2353,1782.31
2023-07-17,Phone,Central,3455,2201.96
2023-07-17,Headphones,South,3676,3083.93
2023-07-17,Keyboard,Central,327,269.54
2023-07-17,Headphones,South,4856,3716.98
2023-07-17,Headphones,West,958,610.0
2023-07-17,Tablet,East,1504,1131.77
2023-07-17,Mouse,Central,4789,3564.0
2023-07-17,Keyboard,East,1380,1054.11
2023-07-17,Laptop,West,2347,1872.45
2023-07-17,Laptop,East,2996,1829.88
2023-07-17,Mouse,Central,4205,2273.92
2023-07-17,Mouse,Central,4754,3164.3
2023-07-17,Mouse,Central,1367,1147.32
2023-07-17,Mouse,Central,4850,3663.08
2023-07-17,Phone,Central,1977,1414.48
2023-07-17,Phone,Central,4325,3566.17
2023-07-17,Headphones,North,1170,604.09
2023-07-17,Monitor,Central,2244,1362.58
2023-07-17,Tablet,South,1357,892.03
2023-07-17,Tablet,East,2055,1618.6
2023-07-17,Keyboard,East,1357,1036.67
2023-07-17,Headphones,West,1023,645.74
2023-07-17,Laptop,West,2472,1591.4
2023-07-17,Laptop,West,4351,3483.74
2023-07-17,Tablet,Central,4625,2646.53
2023-07-17,Monitor,West,4668,2862.08
2023-07-17,Headphones,East,2681,1636.39
2023-07-17,Phone,South,4404,3202.42
2023-07-17,Keyboard,West,2807,1867.28
2023-07-17,Mouse,East,1194,904.01
2023-07-17,Tablet,Central,2856,1817.9
2023-07-17,Headphones,East,1806,1190.18
2023-07-17,Mouse,West,1294,733.03
2023-07-17,Monitor,South,4560,2433.37
2023-07-17,Tablet,South,2337,1765.97
2023-07-17,Headphones,West,2131,1085.5
2023-07-17,Monitor,Central,2312,1695.52
2023-07-17,Tablet,East,3712,2258.02
2023-07-17,Keyboard,North,3652,1911.53
2023-07-17,Keyboard,East,198,151.04
2023-07-17,Mouse,West,2770,2110.4
2023-07-17,Monitor,Central,253,203.88
2023-07-17,Keyboard,West,3728,2353.65
2023-07-17,Monitor,North,4902,2481.73
2023-07-17,Keyboard,South,4629,3219.94
2023-07-17,Tablet,South,4588,3763.6
2023-07-17,Tablet,East,219,178.15
2023-07-17,Phone,West,932,693.18
2023-07-17,Mouse,North,2746,2327.34
2023-07-17,Phone,Central,386,261.69
2023-07-17,Monitor,North,668,518.37
2023-07-17,Tablet,West,1250,814.33
2023-07-17,Monitor,West,4405,2796.72
2023-07-17,Headphones,South,1622,1222.57
2023-07-17,Tablet,North,2251,1765.73
2023-07-17,Headphones,East,2490,1661.35
2023-07-17,Monitor,South,4441,2300.41
2023-07-17,Monitor,North,2813,1892.64
2023-07-17,Monitor,South,2156,1795.04
2023-07-17,Monitor,North,654,389.75
2023-07-17,Phone,Central,4231,2213.78
2023-07-17,Laptop,East,1682,1055.01
2023-07-17,Keyboard,Central,2749,1954.26
2023-07-17,Mouse,West,3643,1938.49
2023-07-17,Mouse,South,3358,1986.35
2023-07-17,Mouse,East,1842,1356.54
2023-07-17,Phone,West,3585,2953.25
2023-07-17,Headphones,North,3098,2501.31
2023-07-17,Monitor,South,4880,4144.92
2023-07-17,Mouse,Central,2900,2259.19
2023-07-17,Monitor,West,4167,2979.37
2023-07-17,Mouse,East,1715,991.11
2023-07-17,Laptop,North,2603,1468.5
2023-07-17,Monitor,West,4077,3126.01
2023-07-17,Keyboard,East,3699,2352.51
2023-07-17,Monitor,East,3513,2971.74
2023-07-17,Keyboard,Central,4538,3850.79
2023-07-17,Headphones,East,698,373.52
2023-07-17,Monitor,Central,4225,3042.09
2023-07-17,Phone,East,242,151.27
2023-07-17,Tablet,West,4189,2312.06
2023-07-17,Phone,West,4775,4026.54
2023-07-17,Monitor,South,2963,2162.58
2023-07-17,Laptop,North,4047,3088.13
2023-07-17,Headphones,North,4288,2242.62
2023-07-17,Monitor,West,1750,1486.92
2023-07-17,Monitor,North,3809,2564.14
2023-07-17,Monitor,North,1019,539.62
2023-07-17,Monitor,South,1977,1571.64
2023-07-18,Phone,East,1070,787.06
2023-07-18,Mouse,South,929,549.05
2023-07-18,Keyboard,Central,1023,641.88
2023-07-18,Keyboard,West,3421,2382.31
2023-07-18,Laptop,South,3657,2475.4
2023-07-18,Laptop,North,998,546.66
2023-07-18,Laptop,East,4372,2840.43
2023-07-18,Monitor,North,3175,2281.29
2023-07-18,Tablet,West,1856,1340.93
2023-07-18,Mouse,Central,1425,775.04
2023-07-18,Phone,West,471,356.98
2023-07-18,Headphones,North,592,374.89
2023-07-18,Headphones,Central,1346,1125.77
2023-07-18,Phone,East,646,468.18
2023-07-18,Monitor,North,3893,2925.6
2023-07-18,Phone,South,3049,2333.51
2023-07-18,Phone,North,758,543.06
2023-07-18,Monitor,South,1101,878.94
2023-07-18,Headphones,North,4966,3471.5
2023-07-18,Tablet,South,3561,2156.13
2023-07-18,Mouse,North,462,277.53
2023-07-18,Headphones,West,1814,971.16
2023-07-18,Laptop,West,2594,1364.32
2023-07-18,Laptop,South,4976,2869.84
2023-07-18,Keyboard,Central,1968,1068.92
2023-07-18,Phone,Central,1181,900.07
2023-07-18,Monitor,Central,2387,1721.91
2023-07-18,Keyboard,North,4202,3222.38
2023-07-18,Headphones,Central,1915,1147.94
2023-07-18,Keyboard,Central,492,311.32
2023-07-18,Laptop,South,4248,2275.01
2023-07-18,Tablet,South,4747,2761.49
2023-07-18,Headphones,Central,2010,1642.91
2023-07-18,Mouse,East,3802,2473.42
2023-07-18,Monitor,Central,1415,877.23
2023-07-18,Laptop,East,417,255.69
2023-07-18,Phone,East,3251,2377.39
2023-07-18,Headphones,Central,2299,1207.61
2023-07-18,Keyboard,West,1501,762.16
2023-07-18,Tablet,South,3915,2498.8
2023-07-18,Headphones,East,234,127.81
2023-07-18,Tablet,Central,2873,1503.05
2023-07-18,Keyboard,Central,1487,1129.59
2023-07-18,Keyboard,South,3614,1955.79
2023-07-18,Keyboard,North,1117,591.26
2023-07-18,Tablet,South,1472,1126.25
2023-07-18,Keyboard,East,3118,2034.05
2023-07-18,Mouse,North,716,559.92
2023-07-18,Laptop,South,2864,1568.54
2023-07-18,Monitor,West,310,204.27
2023-07-18,Mouse,North,356,266.78
2023-07-18,Tablet,East,4190,3256.51
2023-07-18,Mouse,Central,3700,2494.06
2023-07-18,Monitor,South,2034,1461.96
2023-07-18,Tablet,South,2260,1682.9
2023-07-18,Headphones,East,4378,2276.69
2023-07-18,Phone,Central,1791,1189.32
2023-07-18,Monitor,Central,1004,671.97
2023-07-18,Mouse,Central,1580,1026.98
2023-07-18,Tablet,North,2759,1902.47
2023-07-18,Laptop,West,4483,3251.84
2023-07-18,Mouse,East,1593,1319.7
2023-07-18,Keyboard,East,1128,698.18
2023-07-18,Headphones,Central,3487,2840.95
2023-07-18,Tablet,Central,3591,2946.59
2023-07-18,Headphones,West,929,600.85
2023-07-18,Keyboard,West,400,248.94
2023-07-18,Laptop,North,1413,1123.05
2023-07-18,Keyboard,North,1765,1434.0
2023-07-18,Phone,East,2510,1404.67
2023-07-18,Phone,East,2438,1839.06
2023-07-18,Tablet,Central,3806,2361.68
2023-07-18,Headphones,Central,3166,1775.21
2023-07-18,Monitor,West,1769,1070.45
2023-07-18,Keyboard,East,209,163.86
2023-07-18,Monitor,East,2597,2045.26
2023-07-18,Phone,Central,764,630.16
2023-07-18,Mouse,South,4651,2397.67
2023-07-18,Headphones,North,2565,1759.81
2023-07-19,Phone,South,715,362.21
2023-07-19,Headphones,West,1432,1125.77
2023-07-19,Keyboard,North,1630,956.77
2023-07-19,Mouse,North,3442,2316.5
2023-07-19,Monitor,South,1528,786.79
2023-07-19,Headphones,North,1235,775.2
2023-07-19,Headphones,Central,1665,1271.48
2023-07-19,Monitor,Central,2208,1507.23
2023-07-19,Keyboard,North,4092,3467.0
2023-07-19,Monitor,West,3979,3047.85
2023-07-19,Mouse,South,1239,672.66
2023-07-19,Tablet,East,388,210.41
2023-07-19,Keyboard,South,1116,752.29
2023-07-19,Mouse,North,3057,1971.84
2023-07-19,Tablet,West,2093,1581.6
2023-07-19,Phone,East,4276,2625.68
2023-07-19,Mouse,East,377,282.82
2023-07-19,Monitor,South,3223,2399.59
2023-07-19,Mouse,South,624,520.11
2023-07-19,Monitor,North,3385,2780.65
2023-07-19,Headphones,Central,3456,1915.39
2023-07-19,Monitor,North,363,288.3
2023-07-19,Phone,South,244,152.0
2023-07-19,Monitor,East,4660,3483.57
2023-07-19,Laptop,South,4043,2470.2
2023-07-19,Mouse,Central,598,332.73
2023-07-19,Phone,North,2448,1804.5
2023-07-19,Headphones,South,342,179.0
2023-07-19,Phone,South,2978,1872.37
2023-07-19,Mouse,South,3040,2107.29
2023-07-19,Monitor,Central,3762,2854.38
2023-07-19,Monitor,West,3770,2400.65
2023-07-19,Laptop,South,3017,1741.89
2023-07-19,Laptop,North,2176,1240.93
2023-07-19,Tablet,South,943,601.75
2023-07-19,Headphones,North,4484,2350.31
2023-07-19,Monitor,Central,2771,1857.89
2023-07-19,Phone,South,1554,880.55
2023-07-19,Keyboard,South,3312,2437.14
2023-07-19,Laptop,Central,1760,1436.15
2023-07-19,Laptop,West,4122,2209.72
2023-07-19,Phone,East,3582,2197.5
2023-07-19,Mouse,South,2302,1800.07
2023-07-19,Tablet,South,3888,3051.15
2023-07-19,Monitor,Central,4034,3147.8
2023-07-19,Mouse,East,3370,2379.44
2023-07-19,Keyboard,North,271,192.88
2023-07-19,Keyboard,West,4908,3912.33
2023-07-19,Monitor,North,649,373.35
2023-07-19,Monitor,East,420,276.24
2023-07-19,Phone,North,1920,1350.91
2023-07-19,Mouse,North,869,589.61
2023-07-19,Tablet,North,2973,2085.72
2023-07-19,Phone,Central,4575,3652.04
2023-07-19,Headphones,West,177,142.16
2023-07-19,Keyboard,Central,2560,2116.91
2023-07-19,Mouse,West,459,290.45
2023-07-19,Keyboard,North,976,599.61
2023-07-19,Keyboard,East,3988,3049.21
2023-07-19,Phone,East,4140,3019.42
2023-07-19,Mouse,East,1520,1234.88
2023-07-19,Monitor,East,1250,947.68
2023-07-19,Keyboard,North,3176,2094.09
2023-07-19,Tablet,West,4243,3122.85
2023-07-19,Phone,East,2027,1253.93
2023-07-19,Mouse,Central,1442,1176.21
2023-07-19,Tablet,North,289,233.47
2023-07-19,Mouse,East,3003,1518.33
2023-07-19,Laptop,West,3063,1961.67
2023-07-19,Headphones,West,199,111.88
2023-07-19,Laptop,South,3018,1958.96
2023-07-19,Tablet,North,4162,2541.34
2023-07-19,Mouse,West,3997,2065.35
2023-07-19,Tablet,Central,1602,1069.37
2023-07-19,Tablet,West,2229,1757.81
2023-07-19,Headphones,East,4023,2699.23
2023-07-19,Monitor,West,195,127.24
2023-07-19,Phone,South,2180,1587.52
2023-07-19,Mouse,North,4594,2817.13
2023-07-19,Headphones,West,4675,3170.7
2023-07-19,Phone,North,2213,1254.79
2023-07-19,Phone,North,4528,2707.6
2023-07-19,Tablet,Central,4314,2869.18
2023-07-19,Monitor,West,2386,1354.7
2023-07-19,Headphones,East,430,349.3
2023-07-20,Headphones,West,1747,1409.35
2023-07-20,Phone,South,1024,614.6
2023-07-20,Keyboard,North,1789,1099.97
2023-07-20,Keyboard,North,1511,1115.9
2023-07-20,Laptop,East,4237,3119.15
